Title,Date,Author,Content
"Hasil Final India Open 2024: Tanpa Wakil Indonesia, Juara dari 5 Negara Berbeda","Kompas.com- 21/01/2024, 19:18 WIB","Ahmad Zilky,Sem Bagaskara",daftar juaraindia open menghadirkan wakil indonesia samping kampiun ajang super berasal negara berbeda rangkaian pertandingan finalindia open rampung bergulir kd jadhav indoor hall new delhi minggu wakil indonesia beraksi partai final india open berguguran menginjak laga puncak fajar alfianmuhammad rian ardianto anthony sinisuka ginting wakil indonesia melaju india open menembus perempat final baca jugahasil india open fajarrian kalah wakil indonesia habis rapor buruk pbsi fajarrian anthony ginting melanjutkan perjuangan tumbang perempat final india open dechapol puavaranukrohsapsiree taerattanachai thailand juara india open sektor ganda campuran dechapolsapsiree podium utama india open mengalahkan wakil china jiang zheng bangwei ya xin partai final gim langsung via skor samping wakil china zhang shu xianzheng yu ganda putri chen yu fei tunggal putri mengalami nasib sial final india open baca jugahasil india open ginting kalah perempat final fajarrian harapan indonesia pasalnya zhangzheng chen yu fei membawa pulang trofi juara india open zhangzheng menelan kekalahan mayu matsumotowakana nagahara jepang chen yu fei tumbang tangan tai tzu ying taiwan hasil berbeda dialami shi yu qi tunggal putra andalan china memetik kemenangan lee cheuk yiu hong kong final india open shi yu qi satusatunya wakil china meraih gelar juara india open beralih sektor ganda putra kang minhyukseo seungjae korea selatan berhasil juara india open baca jugahasil india open singkirkan wakil jepang ginting lolos perempat final kepastian kangseo menjuarai india open mengalahkan wakil tuan rumah satwiksairaj rankireddychirag shetty gim juarajuara india open berasal negara berbeda thailand jepang taiwan china korea selatan
Gregoria Mariska Cerita Dua Kunci Kemenangan Impresif Atas Intanon,"Kompas.com- 03/08/2024, 20:37 WIB",Firzie A. Idris,kompascomgregoria mariska tunjungmelaju semifinalolimpiade paris mengalahkanratchanok intanonthailand sabtu gregoria mariska tunjung berhasil mengatasi perlawanan ratchanok intanon bertahuntahun momok baginya lapangan gregoria menang sembilan pertemuan melawan ratchanok jorji menundukkan perlawanan ratchanok intanon gim langsung skor laga perempat final arena porte de la chapelle paris baca menit membawa gregoria penantian indonesia jorji berhasil menyelamatkan laga gim poin dicatatkan ratchanok gim masuk kedeuceuntuk menang laga pebulu tangkis wonogiri mengaku berusaha tenang menghadapi situasi pertandingan bersyukur bermain tenang semangat gregoria dikutip dariantara berpikir bermain hasilnya mencoba fokus poin poin kalah poin unggul gregoria mengutarakan babhwa game adu kekuatan mental mindset baca jugahasil badminton olimpiade diwarnai poin beruntun gregoria semifinal jorji berhasil bangkit ketertinggalan mencatatkan angka beruntun meraih kemenangan gim pertarungan mental ratchanok gim kesalahan kitatightbanget gim gregoria melawan peringkat dunia korea selatan an seyoung menang akane yamaguchi jepang perempat final
BWF World Tour Finals 2023: Sejumlah Catatan untuk Fajar/Rian,"Kompas.com- 17/12/2023, 17:45 WIB","Farahdilla Puspa,Sem Bagaskara",pelatih ganda putra indonesiaaryono miranat evaluasi performa fajar alfianmuhammad rian ardianto selamabwf world tour finals fajarrian kandas semifinalbwf world tour finals kalah liang wei kengwang chang china hangzhou olympic sports centre gymnasiun sabtu penampilan fajarrian apresiasi sang pelatih aryono menilai performa anak didiknya bagus turnamen performa fajarrian world tour finals bagus peningkatan penampilan sebelumsebelumnya aryono siaran pers pbsi baca jugaevaluasi tunggal putra wakil gagal final bwf world tour finals fajarrian membuka gelar juara malaysia open all england terseokseok sulit partai puncak turnamen setelahnya aryono berharap fajarrian memperbaiki teknik permainan penampilan terbaiknya semoga performa awalawal menjuarai turnamen aryono diperbaiki yaitudefenceharus rapat kuat baca jugabwf world tour finals indonesia wakil final pbsi gagal penuhi target servis pengembalian servis perhatian lebihunforced errorsharus dikurangi kondisi fisik ditingkatkan aryono aryono cedera fajarrian benarbenar pulih penampilan terbaik meraih prestasi mentereng cedera benarbenar tuntas dirawat mengganggu persiapan pertandingan pertandingan sempurna diperbaiki ditingkatkan semoga depannya konsisten meningkat performanya aryono
"Hasil Thomas Cup 2024: Juara Bertahan Keok, Malaysia Bungkam Jepang","Kompas.com- 02/05/2024, 20:55 WIB","Farahdilla Puspa,Eris Eka Jaya",indiagagal mempertahankan gelar juara kalah china perempat finalthomas cup laga china vs india hi tech zone sports centre gymnasium chengdu china kamis tuntas skor china membuka keunggulan berkat kemenangan shi yu qi prannoy hs skor keunggulan china bertambah liang wei kengwang chang mengalahkan satwiksairaj rankireddychirag shetty baca jugajadwal perempat final thomas cup indonesia vs korea selatan duel liangwang rankireddyshetty gim dimenangi china skor india memperpanjang napas lakshya sen menang li shi feng china kemenangan aksi he ji tingren xiang yu menang gim langsung dhruv kapilasai pratheek k hasil mengantarkan china semifinalthomas cup berjumpamalaysiayang menang jepang baca jugaperforma lawan jepang bekal tim uber indonesia hadapi thailand tunggal putra lee zii jia membawa malaysia unggul kemenangan telak kenta nishimoto jepang menyamakan kedudukan takuro hokiyugo kobayashi mengalahkan aaron chiasoh wooi yik skor malaysia memimpin via kemenangan leong jun hao koki watanabe skor kemenangan goh sze feinur izzuddin akira kogataichi saito skor langkah malaysia semifinal semifinal thomas cup diperebutkan tim bertanding besok jumat indonesia melawan korea selatan taiwan menghadapi denmark
Kejuaraan Dunia Junior 2023: 3 Wakil Indonesia Tembus Semifinal,"Kompas.com- 07/10/2023, 20:00 WIB","Farahdilla Puspa,Sem Bagaskara",wakil indonesia melaju semifinalkejuaraan dunia juniorataubwf world junior championships memperebutkan trofi eye level cup semifinalkejuaraan dunia junior the podium spokane washington amerika serikat minggu wib ketiga wakil indonesia semifinal kejuaraan dunia junior yaitualwi farhanchiara marvella handoyo farrell gosalpriskila venus elsadai alwi farhan melaju semifinal mengalahkan unggulan keenam china wang zi jun skor baca jugahasil piala suhandinata trofi china indonesia runnerup melawan pemain nonunggulan india ayush shetty pemain bertemu semifinal denmark junior alwi kalah ayush pertarungan gim skor alwi fokus permainannya berpikir positif tampil maksimal meraih kemenangan lawan samasama menang fokus kelebihan alwi keterangan pbsi baca jugapbsi maaf bulu tangkis indonesia babak belur asian games bekal kunci kemenangan pertandingan besok menjaga pikiran berpikir positif ituchiara marvella handoyomelaju semifinal kejutan menyingkirkan unggulan tomoka miyazaki jepang chiara memenangi duel menit skor melawan wakil china huang lin ran dok pbsiselebrasi jonathan farrell gosalpriskila venus elsadai poin pertandingan perempat final kejuaraan dunia junior jonatanpriskila melaju semifinal digelar the podium spokane washington amerika serikat minggu wib wakil indonesia semifinal ganda campuran farrell gosalpriskila venus elsadai mengalahkan wakil jepang kenta matsukawanao yamakita skor kembar farrellpriskila melawan wakil china liao pin yizhang jia han liaozhang mengalahkan farrelpriskila final beregu skor pertandingan besok fokus video rekaman pertandingan kalah beregu priskila mengulangi kesalahan pertandingan beregu perseorangan bebannya berbeda main main lepas
"Asa Rinov/Pitha Masih Ada, Harus Lebih Fokus, Tidak Terburu-buru","Kompas.com- 28/07/2024, 21:00 WIB",Sem Bagaskara,ganda campuran indonesia rinovpitha takluk unggulan pertamaolimpiade paris china pintu perempat final terbuka rinov rivaldypitha haningtyas mentari ditumbangkan zheng si weihuang ya qiong laga grup a ganda campuran bulu tangkisolimpiade paris laga digelar arena porte de la chapelle paris perancis minggu berjalan menit rinovpitha takluk set langsung akui kualitas pasangan china rinovpitha kecepatan kekuatan unggul bagus bermain pelatih ganda campuran bulu tangkis indonesia herry iman pierngadi rilis pbsi baca jugahasil olimpiade paris rinovpitha tertahan angka takluk unggulan china rinovpitha kesulitan meladeni permainan zheng si weihuang ya qiong set tertinggal interval gim rinovpitha menghentikan laju poin ganda campuran china rinovpitha tertahan angka zheng si weihuang ya qiong menang gim rinovpitha posisi tertekan seranganserangan lawan herry ip baca jugaprofil rinov rivaldy debut olimpiade paris kendati takluk zheng si weihuang ya qiong kans rinovpitha melaju perempat final ganda campuranolimpiade terbuka dibekuk zhenghuang rinovpitha menuai kemenangan partai grup a ganda campuran andalan indonesia menang wakil korea selatan kim wonhojeong naeun laga pamungkas grup a melawan utusan tuan rumah thom gicqueldelphine delrue senin penentu nasib rinovpitha peluang perempatfinal tertutup laga rinovpitha fokus konsentrasi terburuburu herry iman pierngadi berpesan pelatih menyandang julukan naga api menyebut atmosfer arena porte de la chapelle senin besok menyajikan tantangan ekstra rinovpitha waspada lawan tuan rumah penonton dukungan arena penuh herry ip
"Hasil Piala Thomas 2024: Fikri/Bagas Tumbang, Indonesia Vs Korsel 1-1","Kompas.com- 03/05/2024, 18:24 WIB","Egi Dinda Janviera,Sem Bagaskara",muhammad shohibul fikribagas maulana takluk kang minhyukseo seungjae skor lagathomas cup indonesia vs korsel berubah kedudukan laga perempat final thomas cup indonesia vs korea selatan indonesia memimpin berkat kemenangan anthony sinisuka ginting jeon hyeokjin baca jugakata jonatan hadapi korea selatan perempat final piala thomas laga fikribagas vs kangseo hitech zone sports centre gymnasium chengdu china jumat laga fikribagas takluk kangseo melaluistraight gameatau gim langsung skor fikribagas unggul gim keunggulan berhasil dipatahkan cepat kangseo pukulan smes perrtahanan apik pasangan berbagi poin baca jugapiala thomas uber misi indonesia tutup fase grup puncak fikribagas kangseo melancarkan variasi pukulan laga berjalan ketat pasangan bergantian mencetak poin skor kangseo mengendurkan serangan serangan bertubitubi bagasfikri momentum dapatkan unggul pasangan korsel terkejar serangan ganda korea selatan menyudahi gim skor berkat penempatan bola terarah seo seungjae gim sengit pasangan silih berganti meraih poin skor kuat tercipta ganda putra indonesia tertinggal serangan kang minhyuk gagal diantisipasi bagas wakil korsel kangseo nyaman menjauhkan keunggulan kangseo angin baca jugabagasfikri diproyeksikan temani fajarrian olimpiade paris interval gim fikribagas kesulitan memperkecil skor kerap tekanan pasangan korea kang minhyukseo seungjae menutup gim raihan kemenangan
"Hasil Lengkap Badminton Asia Championships: Jojo ke Semifinal, Ginting Tersingkir","Kompas.com- 12/04/2024, 20:09 WIB","Ahmad Zilky,Sem Bagaskara",hasil lengkap badminton asia championshipsbac menghadirkan keberhasilanjonatan christiemenembus semifinal rangkaian lagabadminton asia championships bergulir ningbo olympic sports center gymnasium china jumat jonatan christie berhasil menyegel semifinalbac menang wakil malaysia lee zii jia jojo sapaan akrab jonatan christie mengalahkan lee zii jia melaluistraight gameatau gim langsung via skor tempo menit baca jugahasil bac ginting tersingkir gagal susul jojo semifinal wakil indonesia gregoria mariska tunjung fajar alfianmuhammad rian ardianto dananthony gintingterhenti bac gregoria tersingkir menelan kekalahan tunggal putri andalan china chen yu fei gim langsung skor hasil dialami anthony ginting tunggal putra kelahiran cimahi dibekuk wakil china li shi feng gim skor fajarrian melanjutkan perjuangan bac tumbang tangan liang wei kangwang chang baca jugafajarrian bac siapkan mental teknik vs ganda no china jonatan christie satusatunya wakil indonesia berkesempatan meraih gelar bac
"Hasil Singapore Open 2024, Fajar/Rian Runner-up Usai Kalah dari Wakil China","Kompas.com- 02/06/2024, 19:19 WIB","Farahdilla Puspa,Firzie A. Idris",fajar alfianmuhammad rian ardianto runnerupsingapore open kalah he ji tingren xiang yu china fajarrian kalah gim langsung skor singapore indoor stadium minggu malam wib kemenangan he ji tingren xiang yu china juara singapore open gelar juara keempat titel diraih nomor tunggal putra ganda campuran ganda putri ganda putra gelar diraih an seyoung korea selatan baca jugaacara perpisahan marcuskevin batal digelar indonesia open fajarrian memimpin seranganserangan he ji tingren xiang yu berbuah angka beruntun pasangan china unggul pukulan fajar pengembalian servis rian net fajarrian menyamakan skor kedudukan kali pengembalian fajar yangnyangkutdi net he ji tingren xiang yu menjauh mendekat poin fajarrian tertinggal interval gim baca jugakata jonatan gugur singapore open terima fajarrian tekanan he ji tingren xiang yu pascajeda selisih poin kian melebar tertinggal servis rian membentur net he ji tingren xiang yu mengamankan game point fajarrian meraih angka beruntun memperkecil jarak pengamatan rian akurat bola dinyatakan masuk wakil china memenangi gim skor fajarrian mencatatkan poin gim tertinggal skor interval selisih poin fajarrian he ji tingren xiang yu bertambah turun minum berhasil menutup jarak kalah
"Profil Pitha Haningtyas Mentari, Ubah Gugup Jadi Motivasi Jelang Olimpiade","Kompas.com- 25/07/2024, 17:30 WIB","Farahdilla Puspa,Ferril Dennys",pitha haningtyas mentaribersama partner tandingnya rinov rivaldy salah wakil indonesia diolimpiade paris olimpiade paris dibuka jumat kesempatan pitha ajang multievent bergengsi pitha bersemangat menjelang pertandingan pertamanya olimpiade mengakui gugup menyerang olimpiade gugup sayaexcited pitha keterangan pbsi baca jugajojo menarik kampung atlet olimpiade paris menjadikan motivasi menikmati merasakan pitha debut olimpiade pitha rinov didampingi liliyana natsir tontowi ahmad bertugas mentor mantan ganda campuran indonesia peraih medali emas olimpidae rio butet sapaan liliyana natsir pitha rinov menjaga pikiran fokusnya menjelang pertandingan rinov rivaldypitha haningtyas mentari mendekati kemarin cipayung tinggal hitungan baca jugaperasaan campur aduk rinovpitha jelang olimpiade paris tempatnya arena negara olimpiadenya fokus dikencangkan pola strategi dimatangkan pukulannya disolidkan masuk lapangan test court pertandingan feelnya masuk perkampungan atlet benarbenar liliyana mendekati harihari pertandingan detail berpengaruh penampilan fokus dijaga bertanding mengantisipasi seranganserangan lawan berpikirnya terjebak zona nyaman pola permainannya nyaman main lawan mengantisipasi diubah liliyana merapikan detaildetail butet rinovpitha tergabung grup a unggulan zheng si weihuang ya qiong china andalan korea selatan kim wonhojeong naeun wakil tuan rumah thom gicqueldelphine delrue
"Daftar Harga Tiket Indonesia Open 2024, Dijual Mulai 26 April","Kompas.com- 02/04/2024, 20:30 WIB","Farahdilla Puspa,Ferril Dennys",pbsi merilis daftar tiketindonesia open turnamen bwf world tour super digelar istora senayan jakarta juni penjualan tiketindonesia open dibuka april laman wwwpbsiid indonesia open digelar kualifikasi olimpiade paris april indonesia open menentukan status unggulan pemain olimpiade baca jugapengelola gbk alasan indonesia open batal digelar indonesia arena kendati poin race olimpiade paris april turnamen indonesia open nilai bergengsi dibanjiri pemin bintang jakarta kepala bidang pembinaan prestasi kabid binpres pbsi ricky soebagja jakarta selasa pemain top turun menghindari denda memperebutkan prize money menggiurkan ajang dimanfaatkan pemain penentuan seeding olimpiade paris juliagustus ricky peraih emas olimpiade atlanta indonesia open ajang mengukur kemampuan pebulu tangkis tampil paris indonesia open yakini test event mengukur kekuatan sebelun dihelatnya olimpiade ricky baca jugathomas uber cup all england momentum putraputri indonesia peluang daftar harga tiket indonesia open cat selasarabu juni r kamis juni r jumat juni qf sabtu juni sf minggu juni final
"Hasil Kejuaraan Beregu Asia, Rahmat/Yere Perlebar Keunggulan Atas UEA","Kompas.com- 14/02/2024, 19:36 WIB",Firzie A. Idris,indonesia memperlebar keunggulan uni emirat arab laga penyisihan grup dkejuaraan beregu asia rabu kemenangan rahmat hidayatyeremia erich yoche yacob rambitan imam adi kusuma atmajaaakash ravikumar skor setia city convention centre shah alam malaysia rahmatyeremia mendominasi pasangan uea laga unggul interval gim unggul gim dibungkus rahmatyere kemenangan baca jugahasil badminton asia team championships alwi bawa indonesia menang uea gim setelahnya berbeda rahmatyere unggul interval rahmatyere tancap gas meminimalisir kesalahan serangan rahmatyere mencegah bangkitnya lawan mendekat terbukti efektif lawan kesulitan rahmatyeremia mengunci kemenangan skor hasilkejuaraan beregu asia rabu grup d indonesia vs uni emirat arab ms chico aura dwi wardoyovs somi romdhani md leo rolly carnandodaniel marthinvs dev ayyappandhiren ayyappan ms alwi farhanvs bharath latheesh md rahmat hidayatyeremia erich yoche yacob rambitanvs imam adi kusuma atmajaaakash ravikumar
Fikri/Bagas Siap Tempur di BAC 2024 demi Tiket Olimpiade Paris,"Kompas.com- 07/04/2024, 21:00 WIB","Farahdilla Puspa,Eris Eka Jaya",ganda putra indonesia muhammad shohibul fikribagas maulana dihadapkan target dibadminton asia championshipsbac indonesia mengirimkan wakil fikribagas bertanding badminton asia championships kejuaraan bulu tangkis asia ningbo china april turnamen kesempatan pebulu tangkis mengumpulkan poin menujuolimpiade paris fikribagas minimal lolos semifinal meraih hasil bagus dibandingkan rival liu yu chenou xuan yi china lee yangwang chilin taiwan baca jugahasil drawing badminton asia championships jalan terjal fikribagas liuou menghuni urutan kedelapan race to olympic poin disusul fikribagas posisi kesembilan mengoleksi poin leewang menempati peringkat kesepuluh perolehan poin sesuai regulasi bwf fikribagas wajib posisi delapan indonesia meloloskan wakil olimpiade paris ganda putra indonesia nangkring zona aman race to olympic fajar alfianmuhammad rian ardianto baca jugakejuaraan bulu tangkis asia syarat fikribagas lolos olimpiade paris fikribagas percaya bersaing liu yu chenou xuan yi lee yangwang chilin china statusrunnerupswiss open menjadirunnerupdi swiss open meningkatkan kepercayaan butuhkan fikri dikutip laman bwf hasilnya bersemangat menatap bac bertarung fikri fikribagas menghadapi lawan tangguh babak pertamabac melawan supak jomkohkittinupong kedren thailand babak baca jugawakil indonesia berjuang badminton asia championship berhasil menang fikribagas berpotensi melawan juara olimpiade tokyo lee yangwang chilin taiwan babak lawanlawan tangguh andai fikribagas berhasil melaju perempat final he ji tingren xiang yu china goh sze feinur izzuddin malaysia unggulan kang minhyukseo seungjae korea selatan terlepas undian neraka fikribagas optimistis berharap final swiss open motivasi melakukannya fokus tugas optimistis bagas semoga minimal mengulang hasil basel fikri
"Hasil Indonesia Open 2024, Leo/Daniel Singkirkan Fajar/Rian","Kompas.com- 05/06/2024, 17:54 WIB","Ahmad Zilky,Firzie A. Idris",ganda putra indonesia leo rolly carnandodaniel marthin berhasil besarindonesia open keberhasilan leodaniel besarindonesia open membekuk wakil indonesia fajar alfianmuhammad rian ardianto laga leodaniel vs fajarrian besarindonesia open istora senayan jakarta rabu leodaniel mengalahkan fajarrian straight game gim langsung skor baca jugahasil indonesia open diwarnai teriakan penyemangat jonatan kandas leodaniel menghadapi pemenang laga adamnyl yakura kanada goh sze feinur izzuddin malaysia fajarrian leodaniel bergantian poin skor imbang kedudukan leodaniel mengontrol pertandingan pasangan berjuluk the babies lantas menciptakan keunggulan baca jugaindonesia open ricky soebadja performa ginting sesuai harapan leodaniel nyaman menghadapi fajarrian menjauh leodanial konsisten meraih poin alhasil the babies kemenangan gim berlanjut gim fajarrian kesulitan menahan aliran serangan dilancarkan leodaniel eks ganda putra nomor dunia tertinggal leodaniel kendati fajarrian tenang mengubah kedudukan seri baca jugaindonesia open kisah perjuangan wang zhi yi erat dukungan keluarga leodaniel meraih angka beruntun skor fajarrian leodaniel mengunci kemenangan fajarrian skor gim
"Indonesia Masters 2024: Sesal Ginting Gagal ke Final, Kurang Berani dan Kurang Nekat","Kompas.com- 27/01/2024, 21:06 WIB","Farahdilla Puspa,Firzie A. Idris",tunggal putra indonesiaanthony sinisuka ginting menyesal gagal mempertahankan keunggulan melawan brian gintingkalah pertarungan gim skor pertandingan semifinalindonesia masters istora senayan jakarta sabtu juara asia melanjutkan dominasi gim memimpin gim skor brian menghasilkan angka beruntun menyamakan kedudukan mengamankan gim baca jugahasil indonesia masters banjir kesalahan ginting kalah wakil kanada gugur semifinal ginting tertinggal gim penentuan berbalik memimpin interval gim keunggulan ginting terhenti poin brian bangkit meraih enam angka berturutturut menang kompascomfirzie a idrispebulu tangkis indonesia anthony sinisuka ginting berbicara media kekalahan lawan wakil kanada brian semifinal indonesian masters sabtu malam wib ginting menyesal kehilangan poin berujung kekalahan menurutnya perubahan servis brian poinpoin memengaruhi jalannya laga disesali memimpin perjalanan poinnya mudah gim ketiga ginting media baca jugapenjelasanmohon maaf pbsi percikan api istora indonesia masters perubahan servis pastinya berpengaruh servis pendek perubahan pikirannya maunya kebelah poinpoin kritis pukulan poinpoin dipelajari depannya ginting berani mengantisipasi perubahan permainan brian perubahan pola permainan mencoba pola menyerang poin mati main bagus pertahanan serangan enak pergerakannya lapangan imbuh ginting perubahan memimpin berani nekat ginting
"Hasil Final Hylo Open 2023: Gagal Pertahankan Gelar, Rehan/Lisa Runner-up","Kompas.com- 05/11/2023, 21:16 WIB","Farahdilla Puspa,Firzie A. Idris",rehan naufal kusharjantolisa ayu kusumawati menjadirunneruphylo open mengalahkan tang chun mantse ying suet hong kong rehanlisa takluk pertandingan menit saarlandhalle saarbrucken jerman minggu malam wib hasil rehanlisa berhasil mempertahankan gelar juara hylo open diraih indonesia berpeluang meraih gelar juara ganda putri apriyani rahayusiti fadia silva ramadhanti melawan zhang shu xianzheng yu china baca jugajadwal siaran langsung final hylo open rehanlisa apriyanifadia beraksi rehanlisa tangtse bergantian meraih poin kali pukulan lisa gagal melewati net tangtse memimpin angka skor wakil indonesia menyamakan skor poin pukulan silang rehan pasangan hong kong mati langkah rehanlisa unggul interval gim belik memimpin berkatflick servelisa gagal diantisipasi tse ying suet turun minum rehanlisa memimpin mencapaigame point smes rehan tangtse berkumpul sisi kiri lapangan baca jugamarcus gideon maksa barengan kasihan kevin lisa net langsung menyambarshuttlecockdan nyaman menaruhnya sisi kanan lapangan pemain hong kong kosong smes lisa kemenangan wakil indonesia gim skor tangtse tampil gim keunggulan rehanlisa peluang menyamakan angka kedudukan poin lawan lisa mengembalikan bola tanggung santapan tse ying suet net baca jugaalasan fajarrian mundur kumamoto masters japan selisih poin rehanlisa tangtse melebar wakil hong kong unggul angka skor pertahanan solid rehanlisa tertinggal rehan jatuh bangun meraih bola duel pukulan tang chun man membentur net rehanlisa skor
"Hasil Malaysia Masters: 4 Wakil Indonesia ke 8 Besar, Pastikan 1 Tiket Semifinal","Kompas.com- 23/05/2024, 19:58 WIB","Aliyah Shifa Rifai,Eris Eka Jaya",babak keduamalaysia masters menghadirkan kemenangan wakil indonesia tiket babak semifinal tangan indonesia rangkaian pertandingan babak malaysia masters bergulir axiata arena kuala lumpur malaysia kamis keempat wakil sektor ganda campuran mendominasi kemenangan berhasil lolos babak perempat final putri kusuma wardani satusatunya wakil ganda putri berhasil menang menghentikan langkah ratchanok intanon thailand skor wakil indonesia lolos fase perempat final berasal nomor ganda campuran baca jugaputri kw lolos malaysia masters prinsip kunci kemenangan ketiga wakil rinov rivaldypitha haningtyas mentari dejan ferdiansyahgloria emanuelle widjaja rehan naufal kusharjantolisa ayu kusumawati tiket semifinal dikunci indonesia berasal laga mempertemukan dejangloria rinovpitha babak perempat final pertemuan dejangloria rinov pitha fase perempat final bertemu ajang thailand open pekan dejangloria bertekad menang melawan rekan negaranya rinovpitha pemenang pekan thailand open besok ketemu rinovtari ya melawan berusaha pecah telurlah masak kalah gloria keterangan resmipbsi baca jugacerita apriyani fadia singgung kepedulian ya berusaha semoga semoga besok dilancarkan menjaga kondisi besok ya perang tujuh wakil indonesia turun babak malaysia masters langkah ketiga wakil terhenti pasangan ganda putri febriana dwipuji kusumaamalia cahaya pratiwi menerima kekalahan keng shu liangchang chi china nomor tunggal putri ester nurumi tri wardoyo takluk tangan unggulan china wang zhi yi satusatunya wakil tunggal putra chico aura dwi wardoyo tersingkir wakil hongkong keturunan indonesia jason gunawan hasil lengkap malaysia masters kamis
"Syed Modi International 2023: Sempat Tertinggal 12-20, Alwi Ungkap Kunci Kemenangan","Kompas.com- 30/11/2023, 21:00 WIB","Farahdilla Puspa,Ferril Dennys",tunggal putra indonesiaalwi farhan melaju perempat final turnamen bulu tangkissyed modi india international alwi mengalahkan justin hoh malaysia laga babak bbd up badminton academy kamis hasil pertandingan alwi mendominasi gim menang telak justin hoh alwi mengakui justin mengubah pola permainan gim membuatnya sulit mencari kelemahan sang lawan baca jugarekap syed modi international alwi dejangloria perempat final dibilang gim memegang kendali permainan pola permainan kenyataannya berjalan lancar alwi gim lawan mengubah pola permainan bingung mencari kelemahannya alwi keterangan tertulis pbsi diterimakompascom alwi tertinggal gim perolehan poinnya tertahan angka justin mencapaigame point alwi bangkit meraih delapan angka beruntun menyamakan skor kemenangan baca jugaalwi farhan juara dunia junior ukir sejarah amerika serikat alwi melepas tekanan tertinggal bermain tenang situasi membantu alwi menerapkan pola permainannya tertinggal tekanan mengambil gim menerapkan pola alwi tenang mengontrol permainan poin beruntun lawan tegang goyang imbuhnya baca jugaalwi farhan cetak sejarah mantan pelatih taufik hidayat ungkapkan harapan alwi melawan melawan wakil tuan rumah priyanshu rajawat bermain beban melawan rajawat mengalahkannya bahrain international challenge bermainnothing to losedanfightpada perempat final rajawat pemain bagus memikirkan pembuktian lapangan alwi
Tekad Apriyani/Fadia Naik Podium Sebelum Olimpiade Paris 2024,"Kompas.com- 22/05/2024, 19:23 WIB","Egi Dinda Janviera,Eris Eka Jaya",ganda putri indonesia apriyani rahayusiti fadia silva ramadhanti berkomitmen penuh tampil kemampuan terbaik menujuolimpiade paris siti fadia berdiri podium kesuksesan individual meningkatkan kepercayaan olimpiade siti fadia apriyani rahayu lecutan mencapai target diharapkan merasakan berdiri podium kak apri olimpiade podium siti fadia dikutip dariantararabu harapannya menaikkan kepercayaan pastinya bekal olimpiade kejutan baca jugapbsi komitmen apriyani rahayu tampil olimpiade paris senada apriyani bersemangat menghadapi turnamen turnamen bwf super singapore open super indonesia open mei juni podium bersyukur fadiangomongseperti persiapannya mengimprovediri mengeluarkan terbaik latihan apriyani kendati apriyanifadia mengaku memperbaiki rotasi bermain fokus situasi fadia lagion firebanget mencoba mengontrol situasi hati pikiran pokoknya pas latihan terapkan baca jugaolimpiade paris media china jonatan ancaman rumor beredar apriyani dipertimbangkan tampil diolimpiade paris sang pemain lolos kemultieventempat tahunan apriyani rahayu mengalami cedera betis kanan dinilai menjalani pemulihan kepala bidang pembinaan prestasi kabid binpres pbsiricky soebagdja apriyani berkomitmen bertanding olimpiade fadia mengonfirmasi kondisi apriyani membaik beraksi lapangan kak apri perjuangannya sembuh cedera terapi semangat perjuangan kak apri fadia baca jugabwf rilis daftar atlet lolos olimpiade paris indonesia wakil fadia apriyani bersemangat tampil olimpiade medali emas berpasangan greysia polii kak apri bilang juara samasama membawa kak apri kali olimpiade mudah kesempatan kak apri fadia baca jugalupakan cedera apriyani rahayu olimpiade paris pelatih berekspektasi tujuanmindsetnya latihan kak apri bilang percaya perjuangan siasia berjuang sembuh pacuan persen penyemangat informasiolimpiade paris diselenggarakan minggu minggu
"Hasil Arctic Open 2023: Lewati Rintangan Pertama, Chico Menantang Jagoan Malaysia","Kompas.com- 11/10/2023, 22:34 WIB",Aloysius Gonsaga AE,pebulu tangkis tunggal putra indonesiachico aura dwi wardoyo melewati rintangan turnamenarctic open menyingkirkan pemain tuan rumah kalle koljonen laga alias babak arctic open vantaa energia arena finlandia rabu chico menang straight game durasi menit pemain nomor dunia chico bertemu lawan berat arctic open kamis menghadapi jagoan malaysia unggulan kedelapan lee zii jia memperebutkan tiket perempat final turnamen bwf world tour super baca jugahasil arctic open ahsanhendra adaptasi shuttlecock lewati rintangan target semifinal penampilan chico gim alhasil koljonen jarak signifikan unggul chico bangkit tujuh poin beruntun dihasilkannya pemain nomor dunia membalikkan memimpin koljonen respon bagus pemain andalan finlandia menahan laju chico unggul interval jeda chico langsung tancap gas diawali poin beruntun chico mendikte permainan lawan terbendung menyudahi gim skor gim ketat kejarmengejar poin jarak pemain tipis selisih angka koljonen mencapai angka interval kedudukan baca jugahasil arctic open praveenmelati tersingkir dejangloria libas unggulan ketiga gim chico tampil jeda menit menjauh kedudukan koljonen mendekat skor chico menambah angka unggul menutup gim kemenangan chico indonesia memiliki tunggal putra turnamen shesar hiren rhistavito melawan unggulan ketujuh jepang kanta tsuneyama partai rangkaian laga
